,0,1,2,3,4,5,6,7,8,9,10
0,10.6875,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,12.40625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,21.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3,12.40625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4,21.0,0.5,0.5555555820465088,0.5555555820465088,0.5555555820465088,0.5555555820465088,0.5740740895271301,0.5740740895271301,0.6296296119689941,0.6296296119689941,0.6296296119689941
5,0.0,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941
6,10.6875,0.5,0.5,0.6111111044883728,0.6481481194496155,0.6481481194496155,0.6481481194496155,0.6481481194496155,0.6481481194496155,0.9259259104728699,0.9259259104728699
7,0.0,0.5,0.5555555820465088,0.5555555820465088,0.5555555820465088,0.5555555820465088,0.5555555820465088,0.5555555820465088,0.5555555820465088,0.6111111044883728,0.6111111044883728
8,0.0,0.6111111044883728,0.6111111044883728,0.6111111044883728,0.6111111044883728,0.6111111044883728,0.6111111044883728,0.6111111044883728,0.6111111044883728,0.6111111044883728,0.6111111044883728
9,0.0,0.5,0.5555555820465088,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941,0.6296296119689941
