,0,1,2,3,4,5,6,7,8,9,10
0,10.6875,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,1.0,1.0,1.0,1.0,1.0
1,12.40625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,21.0,0.5379746556282043,0.5379746556282043,0.5379746556282043,0.5379746556282043,0.5379746556282043,0.5379746556282043,0.5379746556282043,0.5379746556282043,0.5379746556282043,0.5379746556282043
3,12.40625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,21.0,0.9936708807945251,0.9936708807945251,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585
5,0.0,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585
6,10.6875,0.3860759437084198,0.3860759437084198,0.3860759437084198,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585
7,0.0,0.9936708807945251,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,1.0,1.0,1.0,1.0,1.0
8,0.0,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,1.0
9,0.0,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,0.996835470199585,1.0
