,0,1,2,3,4,5,6,7,8,9,10
0,0.665656566619873,0.9650145769119263,0.9650145769119263,0.9650145769119263,0.9650145769119263,0.9650145769119263,0.9650145769119263,0.9650145769119263,0.9650145769119263,0.9650145769119263,0.9650145769119263
1,0.665656566619873,0.9514091610908508,0.9514091610908508,0.9514091610908508,0.9514091610908508,0.9514091610908508,0.9514091610908508,0.9514091610908508,0.9533527493476868,0.9562682509422302,0.9562682509422302
2,0.665656566619873,0.9475218653678894,0.9475218653678894,0.9475218653678894,0.9484936594963074,0.9484936594963074,0.9484936594963074,0.9484936594963074,0.9484936594963074,0.9552963972091675,0.9552963972091675
3,0.665656566619873,0.9562682509422302,0.9562682509422302,0.9562682509422302,0.9562682509422302,0.9562682509422302,0.9562682509422302,0.9562682509422302,0.9601554870605469,0.9601554870605469,0.9601554870605469
4,0.665656566619873,0.9582118391990662,0.9582118391990662,0.9630709290504456,0.9630709290504456,0.9630709290504456,0.9630709290504456,0.9630709290504456,0.9630709290504456,0.9630709290504456,0.9630709290504456
5,0.6691918969154358,0.9514091610908508,0.9533527493476868,0.9533527493476868,0.9562682509422302,0.9562682509422302,0.9562682509422302,0.9562682509422302,0.9582118391990662,0.9582118391990662,0.9582118391990662
6,0.6691918969154358,0.9115646481513977,0.9115646481513977,0.9504373073577881,0.9504373073577881,0.9504373073577881,0.9640427827835083,0.9640427827835083,0.9640427827835083,0.9640427827835083,0.9640427827835083
7,0.6702020168304443,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289
8,0.6702020168304443,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9591836929321289,0.9601554870605469
9,0.6702020168304443,0.9543246030807495,0.9582118391990662,0.9582118391990662,0.9582118391990662,0.9582118391990662,0.9582118391990662,0.9582118391990662,0.9582118391990662,0.9582118391990662,0.9582118391990662
